address,plmAmount
YtqFaXCLPdhXFyn6wiFraJT32cwLVE7sgA8gJtskBTUrjsH,159000
aNqHDq5D8Lav1FN3iwvyTpoqRsVtzKRDGrLHQPfNnb8s4Av,198460.03577927400
ZSENdLmmUPShpUyAxjSfncCtQWS9J2k2JDVGRRwxg711jw2,160320
WFQ3GJ1qtc1mHjdFZbdwvZTmSLzTBcWTvn8iN28QG8HvyT7,18708.166133726200
bPFYyoaLVD4HPvqknQAqTgnKqAckAYmGJjrT75foQhVgfFJ,599999.999
YcUAVSvs71XjHvmi5sUqo5dWHaoFwPoFxiACgcAi1Abv17g,157384
XykVsrKYfXWFV6qkftb4BT8xDK9Y4SmesTHRqaCqTKKsua1,125280
VyFtmY5pBQyp4gNdMvQsnQGePY1xdpHWqzRq2nE2wHhP2m9,272000
YojeEF8WMovPB2YGp31C2GRDQXb9rYmWLbmzrDpRDmDjKJZ,123564
Xib2M8grNHy2qbqieQbHS3WYFAjLkPMLt8Y58Gbx7Q32czc,198460.03677927400
YaHeRCfC4mfvxdHPoEV1GiwWuAy2nkcSjCZxAXqoyUd6YP3,3046398.998
bC1y6mSxDYqRtVmZBb4dKck6hVtxqefC8FVfFzN5LSXTPew,9.997
Z8cvD4V4cBn51bjFfnisqwbcutYGvmDRrF27AWKUsrDSQkT,14071.468464
Y8T455iqH23zdWp4mzHz24ib1ZFP6VoFPp4jPmuEXS9BnVt,1570
YkCjhavtBi54d3a29oAns4d29BZ8h7m8KzUbUCLxgKFvAaM,19440
bLbknmWogJxZGTW9H4TFEKWZQ48NWwFHMv2p6JjJmR3zKXE,62532.88
ZPCLSUFhpBdYwN92bB2qw5cwFf9qSt7FTfBbpL2nsLLrZJS,14820.8
XMXFwhnCBMdpEqP8aeHinSU5fCsyrZn5QdnGihFKtAtDHfW,30010
Z6rwBa6c3LSDq8KFo5EFSQ1dS6Tbu4J43fMArajDSVeVaDW,222312
bCVwr2R1xBj4pBHmxf2TXfJ2kh4A2xSU9HUzWoPf2LEbJ9u,100001
Wx3SLZnvuzZUSWjFocd9qo8qUFmuaQEqGjWvHBNqpCrxDCB,30769
Xwa9vskXnbDeFcM5gfvcN4i3MNVoQGz3QF8HkYEAAuN8GLA,159000
WogBqPTCjSg5UHhGzWtDQCW7pwKd4U9EsJYXB926g2uVED6,31800
Z4NUfdMdYN8EZAmnqvVpd1k5RDHBELjWqSbxU1QBbBFAnYY,35200
bKaKscS2VHroLERDxXoPqQLLrXEvT6WdYYHeBWEfbKs2Wqc,777760
YoE4KfgtHnKFbP2NSKwcDAUpNgVXAfp8eTaSE1UezHcr7oK,63744
W3NivnVYJMwvv89KYrRjNCTSpZeNDw8a2QDNiXj37SAC4Tn,324210
akFXHSYMWDNCLuFt1UJXeGsZyYcNUmkwdjfv2uxCi6ttGPE,969986.997
XFRDnkoM1m9iAntwu2EvGmAoWY9be922mP6BPGna1Pr5QEm,1.998
X32HEqjqZtaoedwmsjNQWgrefwo8KKjp1Cjzu8bNMrxHGJu,316848
XPGr1JzPMcayJj7BXra27NFrtJHgpNsQd8PmV6c4pp9qpr9,2592000
Z57dNd9gGSFyWKdTvP9ovZq8wzEAmebme33uUjjgZUb5xDo,417600
a1TvHfc24f6KM5JcDix3GRMiizj4fVjfQS3YdZ4Xks16gRc,16000
ZfbYnSzCxYYXdbAap2vTnidJe6xMiRCwHX9vKLp44bbhtUz,35133440
WBRBWdn3zovDSSPQ6KREa9PHw2JcWU1DVrwrSboQMVtVHCQ,31001
WG26BQBXfLbzQfYFzRAZUrQnpsJnVBNChRHd9FEyG7CEGaY,526399.999
XzQvMgcjNfMj1oHVnVag41YwEkbrDVDspVFcEiqYA65jYBx,288108
aV9AzzvaozTtuyFWcWorpevtXUrSzg5vttgGVvkjTNwHxnM,840000
YYou8iYYk298sNwNsQd9ftcEGsGKuXy2nsk1K4xNpkXcnyb,3635857.464997880
af5mTBqCHAwzBLbAoh9GFkUqDtVZU6ytFGdBxFbxgCWFt1D,169560
Zybd4L7z53URcme5C5efo7ZF9S5oagMrwVLTqg1ohyCVjyK,3588480
bNT3xvDpJFKuVotUqBNVEtHgmFcHRiBwBDjC41f29mqTN4A,32544
XabuDhWQnCcBsci4VSQsrEwEirECeBgUa6fRE4WvhVzvv4P,124800
Z7tyupCJV4zeWZ7yd6DfhzoY7UaEuJBquxzaicXfSuEbJtA,503900
WJukjQ9Qv6fynfjT9WwSjVporBshbCvBiLqDJsnM6qXNCvN,36972
W7z9qJvsqLhLEK68E9XLze1eFXfn5R4Vptg7Rk7MXvcGZev,791011
aaLP4igex7iev9AnwwBiSpMoFxdUw5ZHPvzrwgdxtYBeym2,177610
bRZLt3SskEYsC71VEX7944uVLXrCPWaQqWHVYieS2aLHxmB,380774.97
a7jNxx8HofPiEohbxcjSLGEgZNr9nCAZMPpcXv9QwERwn8f,207726.4
Z7U12cepozk5Uxs4jZR11x9VGEZXQ7ervwwtt8UHMstUmiU,35979823
ZeVo3j43YnDrGjf325SGpKXXoW61yUjJo2onzwJ2iBzWWGp,100000
ZcfFRtrUdcfUSk4QGfFW98ZHgSMGBGbbTpqTtWnwmAxVmRj,164000
Wv5wf71oBm3m4pztu8VtWvqRmcwPDq64dwhjQ5g27ZUQyW1,78320
XMNHZBjnjm3ztBdqD4wSdCPAdEd41toLPrnLSkTyWrwAQg5,59443.2
bVsRXc3vJeLjeTUUw4KaoEDg6nJrAysMpyw4FMeaqFBzoCV,103040
Ynx71tHrs9fpzoTao7QMrr29uyzBNNpzmwoU2K9yY5kZ3WG,539760
asQMAqfjzGmqzHxHfm9FNfcYpevjyt2ZA8zMHGukznPbbJk,0.994
ZcC8ud6JSzBFzHYnyS8ZzmJiQdrt7iGL1zGUaQ9M8jQzi2t,108756
YWqzCP5qbZXLwqCcSTciKWaKKc1Gqdb3wejsvtHgMsY9EzC,941845
XPMCs9PDpf84n9ro76WXHPdt8PFz9wz7iTZSgPMkehQycxq,28620
ar5TgGqZoZP9FWumB71cb7r1mT9P4nggLFhQTjT3Um3eAEm,10783.44
YrtJjMdUv1257aFBJWwZByLeqQ4QvQATCbcJLobcavVVGs9,31850
YByUHJuRuZvrksk5RXJdQzautE1fkQN4aJrUqpzJYH4X19w,63200
ZsvwvbKXXKjs5y7p78T8SuRRMP4DSRiY9G3Kh4MmfkKhcLk,1165600
bZRmhUiVm2P9Vy5HzG8BhYWK61Y5hJjCt3dmaRLCFqWxbeX,130000
Wj6tmSd6NThf1qUVX2S824okYajunL1XeCrUYoELWFscnSe,2011640.32
aV44NxW9dQWaS34udxjjbPbJ5NfCA8zkT94nnnYSBhhCbY2,659060
av3o9pu267qPHZJMSbreeDEkz8abewyE7urvg5NXEZ8knzZ,47100
biQK7yRynAVt9krmeMW55UU3MM6AXQkGGwGP6aDeMKsWyRL,64152
VwpWFUVdZgmQ5nj5RXNx3q4Vc9mAYA62SmB8NFdbirhXqxy,1001600
VwkbWWcWdVgYuYhAnJYQVdHEDmHffDkKtL7BcaQVXaFQf9y,7408.8
ZpLjJRECZ3YckWjvmEYttjVZVoKt6T5LQTdER18iDHk5xdE,483024
XSJHbeqeZjMRxBet4J3fX3MB6ZMY5fzaT5Zq9PtvWnQnBUo,252800
a7wGfgbFKCXinVLvTCkS8Sus2zZPLWmeMBBfr8UrFQbZi9V,1191.6
XaWfb8DeQvt7u2TfoZNWyTsa2s2q4wMtweScgeTwhwqBAGh,576
X7jxF9UNp6oZehXLgscnqk99eH1YBn98jqPPT3BBKHR3xsV,301002
ahLYKaysxpa58DVfUBn1Z3wFNDj3HYNnJMmdYoMZMVo1JKj,17380
aEhmQr8LUQAEucksX5UDHQL5Zt4erw5QKRaa7vh5cKQKVD4,1837568
YLu9YDYAXxY7DURJAdTxiyPdqf99xHLhdz6pJE9GubXz5RP,3057139
bQRDGRF2mzV4WTBtPVSFsDuJkFkQ1Z56ksqz1VP878xqBaK,4752
bHwdgqoP8MZ746S1q68iNxhTAhMjCHsLXgCkw5girPcrich,931200
b6gMb42BaSpYPy11MdnpQ2NXhcKNwNEgdVfhuBhFbGQnjJ5,48297.6
Xh4n3AtMZ9nuMJhMP9VNCFCh8ZncuYpERy72wFQUMRhEC9m,61200
bfZ3hhbTcsgSUYEnTa3EpFfHRwvHxLSdFb2SZtRjv5ukxPA,165600
XthJ8WmLrT8dZtB3uPDN2HNf5UCf7aLc1FRTZSXeXicrFLF,0.999
X4rCVMXwPpbQ1Fhh3cJuNgLcRVmsaoF8wvQuo7pi1yo98dn,2752000
aeEMnV6AteBRV7wH7jQFRrdmrkAsvWUAG5e2oK7fjdW1xh1,10
bR78LRt9RSPi6Pga3WmWcBsewZjuUx1AK7rb1qHaExLHkmT,8755.2
aw3fjan9JSnMMmDBY16nAo3kydQp8yfDuo1VWkHf7bMDe79,49710.270012472400
YvpMzVhADrTxecCW2K8TtHWaCyPtkf87q8npHGePCDzkt71,69840
WpJkHwzisLH3nfQeFx6qtrNrV2iJjs4qFPK9e4iLwiPM3aJ,3696
YfWmkXKjvSjGWU5UaWxN7WkL4EHRkBMipmYPCK5fKEXN1xP,2
Xc3zQ1G5xbHNJqCMzqDigkUUU6SbpAi5DGdCEp4vwG1n4fs,1532070.576
a7JeLoN38TeofjrfNKC9HQEKbHiovCd6ZD1SvS5DK3GY1Xt,124800
Xr1zz8dw5QQY9aRqJLgUf3WjEjnG6c7T7CksAedLhBnYX41,59994
Zd2PFH75jDhLUkCFJCugmTMR2wopxnDZf8hXYAMm7Mh5WZ8,80000
bb92id1tbmMDrUnJmtaBjEz2z2G3NHuY47XJVRQjJJZdRaq,294499.999
bTRCMFJwkuYsGWrmige6mmMMu2J4msGQoT7UGS7MixU7wb2,37680
WtQhrTwBZ5eQmvAMMbNKsgXF3WMaEtH8Wj8MS9FdwR7SmET,7170.398
atPKo7xdKCsE3YhNmmEZv4XM27pfg1Wq32X1QJX5Jtd5Gb7,1
XnZT2ZQBp5abHgGSJC1r9PtRfLs3gZvAs2j3nJ5iDqKz6Fu,195958.994
X55jsTJURSFaBLMZ5mC66iZnc2iEf9ZZ61XbDW82WHxhMEh,0.1
a425NCJLhyfnrjrVvue2FTxj1GrUxaaghKcP6Qc8X7dYF3x,0.996
avb5sGRJEhKCA7hHSvx7EVxKUHYEatEZoLMrw1732zRSHjj,12759521.99
ZjkaBnoNo3giHUhesGGZkW2CA2YvkPQgTmu5nAQDy5v3adU,31400
an3Ejfjvsr7aj4xYDtPwMkEBPwg1726HNSdmSgMz48fkxFq,8360
WGsofUd6aayWVtjWL8bCs86g6pUYyfULc9bQ2pyejcCSoKG,213017.2166256
ZHouSqBAqtbkKLZHqymCjqyvchsEzbw4c6KAY8Th3qKRznW,50000
ZJNGkFLWxGFLw9pbTHvxfs1dWH3qVXKvhY5kpacmUB5cWu3,1
YjGoChDSAyAHAfvRxzvTcSZiyjwvHDuhn2WQPXSsb236dWr,54720
YUPD1SRCBdaHqy1Eawpw4oCL2o3doY58yBWdBJDi1n5Cxde,25261400
YkwEVhkCv3fWUHrunUeJPxiA8MhZVWnxRmawGRSYo72QUGL,311640
Yw6Mj8DSvHzHSjhRm5Eo5crUW8bKfLzCQEMcbFFDbMvSj9G,4
aWi3oFHirrKfqfbQJTmUnGFWcJZEH7e4gbK3FHG9h3B8G4t,144766.4
ac31jUH8BXocnN7gTULhfjUvHE1nLQ8MRj5uck8SosT3fJ4,3410040
XvgmtGDvf9odfVm6LPM4XEgYzb5xoAuU41e9ciMa6DnaCaH,575670
X8i5hXDN6dvxnENzJG9kyyskQgK3J69wq6xyMTcDCtd9gec,250000
Yc9oyZRFUkJRUvZ39rb76pVeK73DW4aHBAnMnGv7mYnMNY9,7584
Wm4ZMQ8rPyTEQGoQpPu9ouMsZFTPhKbLLPsAaExMX5ZyBnv,10000
bNa3bpk5bddzLb2heZjg1jKfVyk7EzJtMURGS6sMRFh4SuU,133834.7504
X2cK8d6DtWa5ZkFb1iM5EMftRLgRFbkMvX6z8Qt3LhAS3wS,2636160
Y3gMCoLFtvyJWJYVFzZmo8nkjVLFU2cFikRBV6GjcDd32gN,147652.993
WdWPEhFWkZzH6DHvzKDiSf1rvQLDm6ikcWKqpDmr3sWxHxG,15892.5
WDScFWrMSpDF6NvFNLZ3j4uiCNK9kPpm2iV6deGkSRSyEnE,500981.976
Y7yqifpxq5AdxV7kBVr3rG9hVmfuMeSzqCGyYFEdJUfJGwb,336000
YXo1wGNaUzfk8yt3Qrr6nxuGhXPZijTwSFBa98shHE4jUNW,21100
ZPvx94fTGBo8bR3vpahLxsf4SHuMV5VBNviCyhSZzhLV99u,275200
YAJDRteTJC4yMzAksxeH4SLrDhwKeHtncP3i1ydFvaqUTff,552
YMD16uvNHMwR4vbagprC6XNuSGrRCe37oYZ9AZFMZL3DJMN,0.998
YiGvr4NRPAjyHcnRHpvV67N1zWkJUG59J4Dz6vPR35Jvi15,739200
WYDbKPHF87bKLXvPDiQ9RHpvNEqBYm25g4rbvtwPLEzwWyQ,5100000
ZqrYYhdFztrzCpdSArU2iWWyt8Tkv81wzdNpXgkNmjBiXVZ,1249200.999
Xpz6HYYNdEcBC5B2ExZy2d8KnqPjqECLhKnf5MnqUDdHNpU,120000
YgNsPLB1LVzeMZnwB4UWW8SbRitVxH5jzWT82V4tq4Fw1mj,0.15465423554779
a1krCvJ7SPfrkiMTcDfGSTm7KkYG61GpwcGhemzaQ3u7zrk,1248000
W6AbgMffmQcbHHEVY2hsyZGhwhzJno86bMNDWp7RZ5H5VQw,255360
WYeL19dzPRxZFdNV4ibChVvRKJfWV6NUtKTVBumbzTrv7Ce,946837.08
bcAG9zVSFke7KEZr6f2yvB1YHSynRCvwvFWnDB3W9nr3HKP,46800
WJZaCQjkvViSETzRUQ3UyckArkf996L6HDqMXaaTqrguxYz,242911.999
ZtDNtJbVbu6f9hWYuroxzMVX1yMsjpehD5ZhoPQnwzr997e,15800
XG3en4VRP3TyEePDDDMEqbrJrGg9S92GNV7uQHRWm4A7heT,225750.999
Zxx1UoARMYnbL22zqVdWQvbCmEhK2YRcLpNopXKDv1szx9Z,1367744
XDM1HDZERb2DTHLvmJ6Svex3CuMdYydH3LkFCG6XfTdg6M9,3471648
bKf4puU7ZUCrJuvm9MetD8yFdtQ9qmd5k5Tsdmd2ajKqPWF,28888
XomB4Z2PqViaJEFjUEvGpSXDehA9iWpCVcyzAwQQerdRMpJ,2110
ZsmiaLnE88SP5yihaHdYGAGDvy1wmpxqUjkv8C9tCz7H27D,0.996
Wn37d6vphKGEZqpbZms8MERQUuEMcQkzwhWujZooT4DbqEx,229824
bVKLdDx8AFCp3gASsiSA3yToC5bHYgfNzYqRqm6bTHYppNm,34079.999
ZXYQ2CobVs4TAn7hbgQJbANcBeg5HNZwZV4fsyH8q3HoitP,25119999.999
XGaYGGXaQQMuN7XxT6VNb32U4TWh5K17ge33wDsMcSD5UqC,45216
anBZRhn1yUHCemx2wpyareKi6XPcsr123DSNG3GBgpanM9X,362880
WA67Q3dvzHgX536qw2KhdWQ43PYDna8pnjnpY1gfgMyX5PD,753600
ZyjBnx4zSBVeNLqBfQMaKG2osva9s5g2N2sMjuojw1dcgZk,650000
Z2U8TVLEj7YyX9cFjvHpiEmjoXewCgggARZB7KDvPjU6dDo,5000
aiutYgDymKuNBiD8ksu25Vhi8XFjjuBvCw2LSwJHkEWPkRs,1345059.996
WmdMykPCTDNhZKDL7EUb5KKJ9iYNMd5dFt3otjp6Hg2D7b6,49920
Wrya3LwZLAVLTGjLr4yPRccz8GMWbhxvuiMxBhEWiEHDeHr,100
bQAaRwheNGVtJ3NRBLp6XnXXSB4u9UW4o87x6KaKyWEbp4w,505699.995
YWh2Kcfs1N85gRyQP7VRTEz6yqob2YR8vD5arN2YwFD6E46,53766
bRrrthBDqPzkVjvHPRCW17TsgX3fB7KpKwnUiVEtvKKZCd2,0.999
XLisxLHwaCJLqmyNLqEnRug58FziyTNiKycgDGtzkRhYAzc,793.8401471170940
ZRgmmV4Z5PiECxsy6rgPbX5QyEeEdCqJtSQAgF8j2qmfLHj,2656608
b6XvJonQbQmjfaLWiML6GgqqpaVkJM7JN9r1bagEXEGZPNY,3960
bFLcn8sGVPg5GewTievgMZZW4FoS2Tt7NtWmbPncA6TPdLK,500100
b21xygfahx9BeYVmqdzaXnJWXfGR8ggMBkUQjYHt8d1271L,17817.301079739200
WdJydcoNsZAyuunwc9FKErS2FNVF9mwsA4K1QRvnZABtGBA,40319.999
WFwaREveS9irBWTiL8FMVXSsouC8MP4y5ZfnSFDuCfxhZH7,452352
Z4KCvMcSc8XUd8BVE9Jh7izWr4CXK84nexwJHPmQrWJ2xLv,35200
XatmhZycbWnYsHDw3LznseLQ5nA6i32DFFJydxANSQHtEvg,77922
a3NGXaRqG6WAxmL6TWMf4v9hBUSvrQs99EyqzcPda8MriPb,0.600327462642194
aLGUUTjNmaEWAGzCHmjb3Grpnk42cBpVXZbw2NRDVJx2SBY,780800
ZgZe71eVvQTkw4WyAc7baZcocdjxjZtcFY7FawxJ3uQ5TLM,373200
WHeNwGNMjiwzkmZSCuDn18g8UCLqqC74ZSjv69iLYZVNuih,27702
Zm4uWzH1Epwj9QRsTKBsNMUxaMqAjPykTEDgZrdZuBEHc8t,828960
a1PpyrGuiyKgZMUxuZ2Dh9T8rdeLRe69sDDUyhnXj6ZqiJ4,1000002
WQeSqf3UogjbawFLDFgxUPxRJ8NWnfnTsJ5QpJSidZk6zEy,26330.4
bWyeRUuUf631nX7Vo7tMFiB7CDjy9cCLGDqDEcW2wD26YVW,8450
ZwEBK72g6j6JVsvLGXjyGFKnCe9wdcHbSbXbbU9aQm9rKVp,1180832
Zi4KKGiPfLvngb1pJKqVAoCUtwrZc8wdTZw6PNdtDkiVGVK,23400
YDVvThf6XaXcho5t1rwXmCwBTopmP1aEYVLQGMLotSqNzUj,0.996
bZZUuQh8LVNPytqz8QGCyi82SdLMcbG2TBkcvh1ih2J9Coo,1280000
Z4ZbaGWmefJ7EBYqwCMUGBKn86aWSaU1tPhnm1FFYBFnTHH,128875.991
YVxxGmyNPXAgQ7Ds8NRnvnkXQ3dp45qFABzD9TQ8GwpfKAU,92004
ZhHMsrt3auykd2NisXo7bJj5mujZxdprLcHsgCVshR8h6rv,4960
aMFUHBLYhb4Pz9MefKFHL6BqqevLnfbFoEgJLxcDjvY3xxA,48000
XwTgjWdvpWe6SZxmpCAWLxQtijwSYCjRPWTrAtm8SG7Rfpn,34600
YChemSBWbSWJeCysUB1h5uU39CMpur5p2q7BRyiGgtoD6ya,545075.2
b772tLuHUCimGJpAkcQXJPRt3pw6pdxiwU7xraKHtcSKToR,50110
ZWTkHtiyF8UB1L5KFaoFSNSijXjQy5pegTqUuRPMorPy8xR,353767.999
WBAY2bA514gFCGpHA53RZiKtufiH39yEcT72oATMkFS66yF,206430.4
X69htutA6eAPcV6xhU7cU7iGzStkQ3oCUjhgCb7DJ4vUeCK,51000
WD1uGUXbBryQ9vnutmvN2PgwuuoBaMb19qMWLr7An7KZEA5,0.999
ZBCY6zwa4YwVaBkAqtWP2WH4eVrbjYrEdrYgcMGQtZAjdvy,93000
XkZMRvxJh5mcedVrJAYnCMWk1EELKvXK6UwVx3yJSWE1ofY,12900
YUYPZDMkryTuj8GrRMUynBvbepzpcbncaN4q7g9y68F2Sqb,66709.44
ZqhV5RetQedAr3wpWrprNNPWTV34Vi2uPzzdSyx3C6dVrRD,0.097
XXdaZVNdQdG32LXcg7AKWmguVndNRggycBTQmvxNsYhKt75,1
YknnL3TNwFqmaSUYVv5KzhctxeabbGeFUxLvKoqqkhu8XQe,68399.998
aA3BBDEXiiErwCq9Kbv9dSgcEUnYjaLijYDCuUemm5UKwCf,187704
XMoS5H9m3JmQFZSc3QTaLZNXqVLRjo9P1ie9o4ViLDTH3L1,17553.12
XXQHAK9zpqXbgjyXEBNv7LAVaEnFqRQBYty2fKmFZv8hv6k,0.997
ZF9vBKoFo46mGngyRgQJexuZMsBrhdEPc3szUc3RUDcVuFf,1
YyVQK3LKBEjU1FVZKXimnRTQdUMee6BXv1DJsfUDfBymiSH,1849975.984
WmgHbJVwXUQmHTdxGbKm7aanoSsunPnkJJAxBTADYAM4SWP,897328
aeNrUpH3SFzCyDT6mW4sHqNLfzSBYbHkWYHKpd2KGb4YBDE,100200
WtWEdZqR3TJMGYjVAbsrn3x4bPB72rNKfVf5DEboLbh7e9P,2538699.994
bbK8jae8a4L8FCRm3tP3aEqywrCD79tyEBuCjArazP6LFmv,304000
YPw799CpZ6NTGNhRhDSMFdTYCoxdJprUZZHFRmNBAdKxE9J,17716
XG8Skq5j2wgsfssWCsRSEsPWUYYdhXA4hcvGHe2n5xm5xmm,171600
ZUwzhxhdAgoz4whR93GCd5FKdigXF12t8cyszWcLB4iBDST,102600
WKLt2zNg2xsTKWoT8SWW6AMWyBu3ToRq7EXCKgyn1qjTExf,9.999
XCUZpz66mz5EVUZo6UZFQwMzVkxFRYrBUkTtYg6GdtF4hBo,1910000
ZkRVtmUy3PEvEJh2TxV8fXpr4p5jFX4NbSLVeuJhGsQGAnm,2
ZCba3jBMrYTWSWq6ZCkoVAEBpk7jJmpAyfX8MLFYvMKdHsG,18144
bKh2t7YV3e9Zyr9iKaL9AqyHWW8RGm26nR86BMY2zLVaAFV,4439.999
Zeg2G4iBRBwsedKGwMvvViE1p2orhu5j4MLPLBij666i1FP,52000
ZgiDLLENxB9NEpCzjsaoZccSLY9pqWLN6jmUYWC5oSXZ2TY,4514.4
aUH7MWMKhRzDFDVg2omed7u77TePGxihFJtASuEB8jy2Sae,16000
apcfWeJPq5QoegcemPKj8UYzJB7QJ6LN8kego6VDRiE6xfW,288.8
bWDtNob1uiwA7SHc7duT7THYGfVg7m3cQeYezmTYpRBi1yh,158
WKUf1ATuB7e5thaKYNG6Hpc5a4qGHupEU4ACQUrrsrJyxVn,65.531299466396100
ZUFTPiyrEnxP6SuTxivHvDQrVShoCs7F2ztbJTZcNTN4Gj9,574519.998
WkbCUBeH4SgZgxh7HaKaWekGhJKcTGt2krqvYdkVNr6W1J9,1017600
ZxsnAzFJG5UUNHAWvHW26ssmdrjhDSM5F19PTTnqqWiWpd2,99840
WrGXqWwbEp3LbaKEsAYDhEmfDyyysKUTDupnVCy78qUcPLY,50000
ZtX8eof5xHHmQvXzxTvxJiykB3GYZggB6beLtdGWQSD8Eyz,50544
b1ndhxWvanAMCnELpMaQBsjuPidqn2GY6YRANqCrK5sFN5N,73050
XhAAGEet5CR4iEmeKoLWHFTmfxPhUrFsqyiXs5j9mgkTkvD,909573.2201206870
bU8TaHiLB5VPFTRsyEkose8BJPGinUfhnhcdefMkJP96K6M,33039.997
ZNeYwHYzHfGXwNQYPXtgPyJpe1WMXSsZdz7HpiVEKZQ5CuT,3771200
ZjvaqxUkt8sA9ou44crSKuTbL6JejdHrc8Lr2C8nusex5i1,46368
Xkv8EJCCGYSW8qvQNkKhypepbHF8eMahVLd7E4WXpjoTUL4,13015.2
ZBv3ErPYALPjaTPbZ4qTK8o9CYDuk1TE1mj6LgHAn45Rpmm,1745211.2
a46pAZNC45cF3ozftHFWVDXa7VGmeHPb3FuyvAHvRLCSC2M,49240
WKF1AKqrqePGqvRP1oxXWSEoc2E5bHSCrVKHbybt2pty1Hw,226080
Y2arFewmvcAW6Swdj7xm6NYot6wDGQe2UEYCUVJmonbTR3G,19079.666
XQ5sc9LsoJ41pUDrZT3czPAvMv9pBdjvUCKL1uTSm9dXJsu,39951.3
YXSPdLqW7fhiG9xMAUTcUNeVeXwCJj6mv2tCA9vpJWni2ZM,1512000
ZYvHDnLexuM8enTobNnHBsZ2PXKAEypuL2SgqBxsvfFAze6,131328
XRuNPVRfpcrKCrzP8Wya7m1vwqCcthmkr5Pj1czatY9q5cF,25500
bLNqc96LQm9u5AfZuqn9EZn3X52es77UEpxYekaJGKSsrCL,77420
ayAuJhDkQ2cxBkBdWFZw5qQ4u9uxMJuHGoBtsURe7xFBond,30624
ZiXFWnm3995MreHuL6iJTi1txQ5w2jCd1w7q47cs69w4Jfw,1552000
bcVBZtj1ap6kuhR3tGZq5zCVj11BAv2yqGvNqPiHb2bvvAQ,7295.999
WDUqd45VLsHnu223f3yuSyvWgLw6fnVTuxDHEwE8HdAYBCD,2.336823425412050
ZpqSpPBgCYHnQUzLUDvUHKsbradqK6uXHWPoXwyVJ8Rsese,3091594.373
Zqp8NVQRYLKHKne92pUWKwPicURkCmWumC8cLFTxsGUCa9S,2570002
WJKLFZo8beN9JxyQgN9LmRF9DBS1Vbt3abDEiHHWA4dT2xD,84500
Zxsm1DR3zVkMBmkmQwNVCAW93is6eUhXLMWAYmJurgRQypY,1186288.983
a6RFGcF929SdgAZfeAu7Vu6cADwTdNW4FuMKA9WkZDzrW48,233600
bbBmT9DHhZsLDZRFueARu4cHvTYAFjDszgGUKeGaSTSS9Q2,15300
Yq8HKGzQYYuKGEbxu2J8EkYtFog7Fhi3hYHLsSQQzfa8BgB,255499.1424
WEYLK8AxLsm1yE8Z3jmCDboU8p2YzsidZJpcrc8A2UVzJBq,3744
WofgxvtsHzQJ5JQwuFFi8HuFyYDAHJHBmyExWqNT1fRNmN2,209999.998
aA1ydBxvEeq5tb5wrcQMkegJEBVBdGo4MQ9XH4dVZog2QxZ,252800
ZC46gns3Q4sp4AeFAkYQWJ2LEenvoWsWX4DM4fxUmRuTjwo,100880
YXyBpJjsS3YussvqpAAfiderZCmWmRUWB7pXbeRZ4tj3uzp,37922528
YX3xg5Hzx5TbvvVDwmdaiYN9SSsdba1ckCCQycGMzhty6CY,5000
XG8q7TdwNWSjtNbMKihWojx81V819rPCz3qjb9HrKQzdSx2,30733
WMtz5ivawd3RYgpECchFkfT46vGTKL97bzxVJjP5CWXLb7x,250880
YcB5AJwAwY2rcjBVQcaMfPC7PxfvR6RA32c5Hxz3QWT4zwX,170664
YE1iWqFLq9boreHCg4qKnkf111n7ACdQuDJi3eDCaUbLkw1,278339.04
aUaavyie24rF9tqksRedzM9tq1LJD9kN19GSxN7HcHMrLoM,15800
bF9gXSmifoE6pFEkhMvzdWo5Ca8qngsJwjtTnFASkETnCUM,59775359.998
YF3NEfqTvebsh3auNsJmVNZkXXA9qkQ5sbDvPJno443DHVg,460000
ayVxP1ZzSikbt1CbvjWK3xhE9mC7STFjkV1kfdPPaAzwmus,240000
XNKDGbsRsgY9Bxetipe2CSnt6UuyGwuSFs1RdcASiAW5jEm,59760
YyV3YaM4fLfMmkXbfQ2T9VEwwK9ZEaPgPtf3AquZyGH97qr,520128
YAov8nQA6Hv2vdSsaz4yCYss8dbkhzSZ4MkpJ4Rs7ibT3v3,48000
Y8S3S5xij2f8SKSXUBy3iLjzVJ6RmwAgjnzGJ1yqwaWe6Dr,7720000
XiBTXo7EGCbZqrxQWmmD7e2f2YAL4QJfsQNoCTwAsoG2Go6,20034
ZC7eeUs4QpmCpoPvo3WyuqT94Ye87ZoqpNtER9oaJ3GG5HB,0.994
Zd1TJ3ivsdazjLKbcggjidrqzqwnBshEQbf4BHvvvQLJwsy,62424
WVdUiKjNebTqC7pK2iCnT2Sagx88jZRaSg8pn1vN8qyjfrq,12737.190323921800
YZSyuGeMvfg5BFRAcGuww2XPXGcSverFKAPYPhm5e4oyk8A,2500
YXEhFGmFxp1Ji64ZpFQM2GT84hMKMEKz9CeeobQ5e9jMw2A,7963088
WwUfG1axKWEfuebJ8bVsi7Zv7UFKGajKDrVs3E8kGiLWvjt,165343.248
Z3h1GT63E6MW3FJ6McnnHoeWfBAoc3N3XgWgjmsBuEKAUa9,154800
a4FqREf6TWWCKSRugedKwzj3fEepoGbYMLgfUsbXE1Tu8Jc,13879998.999
acXR7esKG7dPNdJUgAtMM7c4TQQGUtyY6KGqxr7FvKyqy4t,86592
